data_130,0.000000,11920.000000,0.000000
data_157,0.000000,12880.000000,0.000000
data_265,0.000000,21840.000000,0.000000
data_319,0.000000,25440.000000,0.000000
data_184,0.000000,16240.000000,0.000000
data_211,0.000000,19200.000000,0.000000
data_238,0.000000,22160.000000,0.000000
data_103,0.000000,9360.000000,0.000000
data_292,0.000000,25040.000000,0.000000
data_400,0.000000,34560.000000,0.000000
data_427,0.000000,35440.000000,0.000000
data_454,0.000000,36960.000000,0.000000
data_508,0.000000,40800.000000,0.000000
data_481,0.000000,38080.000000,0.000000
data_697,0.000000,58400.000000,0.000000
data_616,0.000000,52560.000000,0.000000
data_724,0.000000,60720.000000,0.000000
data_886,0.000000,78320.000000,0.000000
data_346,0.000000,28880.000000,0.000000
data_535,0.000000,45120.000000,0.000000
data_778,0.000000,69040.000000,0.000000
data_643,0.000000,55440.000000,0.000000
data_1048,0.000000,91840.000000,0.000000
data_832,0.000000,71040.000000,0.000000
data_373,0.000000,32080.000000,0.000000
data_940,0.000000,84960.000000,0.000000
data_562,0.000000,47360.000000,0.000000
data_589,0.000000,50240.000000,0.000000
data_670,0.000000,56080.000000,0.000000
data_967,0.000000,82560.000000,0.000000
data_751,0.000000,65760.000000,0.000000
data_1210,0.000000,106160.000000,0.000000
data_1102,0.000000,95200.000000,0.000000
data_913,0.000000,77760.000000,0.000000
data_1129,0.000000,94560.000000,0.000000
data_1183,0.000000,96160.000000,0.000000
data_859,0.000000,74560.000000,0.000000
data_1264,0.000000,109120.000000,0.000000
data_1075,0.000000,94800.000000,0.000000
data_1642,0.000000,136880.000000,0.000000
data_805,0.000000,68320.000000,0.000000
data_1156,0.000000,95440.000000,0.000000
data_1480,0.000000,121120.000000,0.000000
data_994,0.000000,80720.000000,0.000000
data_1237,0.000000,103760.000000,0.000000
data_1669,0.000000,143680.000000,0.000000
data_1345,0.000000,111680.000000,0.000000
data_1399,0.000000,117680.000000,0.000000
data_1453,0.000000,125760.000000,0.000000
data_1993,0.000000,168560.000000,0.000000
data_1426,0.000000,120000.000000,0.000000
data_1723,0.000000,144560.000000,0.000000
data_1561,0.000000,132800.000000,0.000000
data_1372,0.000000,118080.000000,0.000000
data_1777,0.000000,150640.000000,0.000000
data_1804,0.000000,155120.000000,0.000000
data_1318,0.000000,108160.000000,0.000000
data_1291,0.000000,106480.000000,0.000000
data_1507,0.000000,128400.000000,0.000000
data_1696,0.000000,141840.000000,0.000000
data_1021,0.000000,82080.000000,0.000000
data_1966,0.000000,163360.000000,0.000000
data_2101,0.000000,179280.000000,0.000000
data_2209,0.000000,183920.000000,0.000000
data_1750,0.000000,142960.000000,0.000000
data_1858,0.000000,157360.000000,0.000000
data_1615,0.000000,138800.000000,0.000000
data_2020,0.000000,173520.000000,0.000000
data_1588,0.000000,136400.000000,0.000000
data_1912,0.000000,165680.000000,0.000000
data_1831,0.000000,155600.000000,0.000000
data_1885,0.000000,159760.000000,0.000000
data_2587,0.000000,219280.000000,0.000000
data_2074,0.000000,175760.000000,0.000000
data_2344,0.000000,195360.000000,0.000000
data_2047,0.000000,170400.000000,0.000000
data_1939,0.000000,163120.000000,0.000000
data_2182,0.000000,184560.000000,0.000000
data_1534,0.000000,129520.000000,0.000000
data_2425,0.000000,206080.000000,0.000000
data_2479,0.000000,211200.000000,0.000000
data_2506,0.000000,210720.000000,0.000000
data_2290,0.000000,195040.000000,0.000000
data_2128,0.000000,180160.000000,0.000000
data_2317,0.000000,194880.000000,0.000000
data_2695,0.000000,228160.000000,0.000000
data_2263,0.000000,192240.000000,0.000000
data_2533,0.000000,215760.000000,0.000000
data_2371,0.000000,201200.000000,0.000000
data_2722,0.000000,230000.000000,0.000000
data_2641,0.000000,222160.000000,0.000000
data_2614,0.000000,221680.000000,0.000000
data_2560,0.000000,215280.000000,0.000000
data_2749,0.000000,231760.000000,0.000000
data_2668,0.000000,226400.000000,0.000000
data_2452,0.000000,206640.000000,0.000000
data_2236,0.000000,188080.000000,0.000000
data_2398,0.000000,200240.000000,0.000000
data_2155,0.000000,180400.000000,0.000000
data_2776,0.000000,233920.000000,0.000000
